name,color,deviceType,unit,circuit,savedIndex,,
CMB 33 P2  FL10 (R),255,LOR,51,4,811,,
CMB 33 P2  FL10 (G),65280,LOR,51,5,812,,
CMB 33 P2  FL10 (B),16711680,LOR,51,6,813,,
CMB 33 P3  FL11 (R),255,LOR,51,7,814,,
CMB 33 P3  FL11 (G),65280,LOR,51,8,815,,
CMB 33 P3  FL11 (B),16711680,LOR,51,9,816,,
CMB 33  P4  FL12 (R),255,LOR,51,10,817,,
CMB 33  P4  FL12 (G),65280,LOR,51,11,818,,
CMB 33  P4  FL12 (B),16711680,LOR,51,12,819,,
CMB 33 P5  FL13 (R),255,LOR,51,13,820,,
CMB 33 P5  FL13 (G),65280,LOR,51,14,821,,
CMB 33 P5  FL13 (B),16711680,LOR,51,15,822,,
CMB 33 P6  FL14 (R),255,LOR,51,16,823,,
CMB 33 P6  FL14 (G),65280,LOR,51,17,824,,
CMB 33 P6  FL14 (B),16711680,LOR,51,18,825,,
CMB 33 P7  FL15 (R),255,LOR,51,19,826,,
CMB 33 P7  FL15 (G),65280,LOR,51,20,827,,
CMB 33 P7  FL15 (B),16711680,LOR,51,21,828,,
CMB 33 P8  FL16 (R),255,LOR,51,22,829,,
CMB 33 P8  FL16 (G),65280,LOR,51,23,830,,
CMB 33 P8  FL16 (B),16711680,LOR,51,24,831,,
CMB  34 P1  FL17 (R),255,LOR,52,1,832,,
CMB  34 P1  FL17 (G),65280,LOR,52,2,833,,
CMB  34 P1  FL17 (B),16711680,LOR,52,3,834,,
CMB  34 P2  FL18 (R),255,LOR,52,4,835,,
CMB  34 P2  FL18 (G),65280,LOR,52,5,836,,
CMB  34 P2  FL18 (B),16711680,LOR,52,6,837,,
CMB  34 P3  FL19 (R),255,LOR,52,7,838,,
CMB  34 P3  FL19 (G),65280,LOR,52,8,839,,
CMB  34 P3  FL19 (B),16711680,LOR,52,9,840,,
CMB  34 P4  FL20 (R),255,LOR,52,10,841,,
CMB  34 P4  FL20 (G),65280,LOR,52,11,842,,
CMB  34 P4  FL20 (B),16711680,LOR,52,12,843,,
CMB  34 P5  FL21 (R),255,LOR,52,13,844,,
CMB  34 P5  FL21 (G),65280,LOR,52,14,845,,
CMB  34 P5  FL21 (B),16711680,LOR,52,15,846,,
CMB  34 P6  FL22 (R),255,LOR,52,16,847,,
CMB  34 P6  FL22 (G),65280,LOR,52,17,848,,
CMB  34 P6  FL22 (B),16711680,LOR,52,18,849,,
CMB  34 P8  FL23 (R),255,LOR,52,19,850,,
CMB  34 P8  FL23 (G),65280,LOR,52,20,851,,
CMB  34 P8  FL23 (B),16711680,LOR,52,21,852,,
CMB  34 P8  FL24 (R),255,LOR,52,22,853,,
CMB  34 P8  FL24 (G),65280,LOR,52,23,854,,
CMB  34 P8  FL24 (B),16711680,LOR,52,24,855,,
CMB 35 P1 FL25 (R),255,LOR,53,1,856,,
CMB 35 P1 FL25 (G),65280,LOR,53,2,857,,
CMB 35 P1 FL25 (B),16711680,LOR,53,3,858,,
CMB 35 P2 FL26 (R),255,LOR,53,4,859,,
CMB 35 P2 FL26 (G),65280,LOR,53,5,860,,
CMB 35 P2 FL26 (B),16711680,LOR,53,6,861,,
CMB 35 P3 FL27 (R),255,LOR,53,7,862,,
CMB 35 P3 FL27 (G),65280,LOR,53,8,863,,
CMB 35 P3 FL27 (B),16711680,LOR,53,9,864,,
CMB 35 P4 FL28 (R),255,LOR,53,10,865,,
CMB 35 P4 FL28 (G),65280,LOR,53,11,866,,
CMB 35 P4 FL28 (B),16711680,LOR,53,12,867,,
CMB 35 P5 FL29 (R),255,LOR,53,13,868,,
CMB 35 P5 FL29 (G),65280,LOR,53,14,869,,
CMB 35 P5 FL29 (B),16711680,LOR,53,15,870,,
CMB 35 P6 FL30 (R),255,LOR,53,16,871,,
CMB 35 P6 FL30 (G),65280,LOR,53,17,872,,
CMB 35 P6 FL30 (B),16711680,LOR,53,18,873,,
CMB 35 P7 FL31 (R),255,LOR,53,19,874,,
CMB 35 P7 FL31 (G),65280,LOR,53,20,875,,
CMB 35 P7 FL31 (B),16711680,LOR,53,21,876,,
CMB 35 P8 FL32 (R),255,LOR,53,22,877,,
CMB 35 P8 FL32 (G),65280,LOR,53,23,878,,
CMB 35 P8 FL32 (B),16711680,LOR,53,24,879,,
CMB 36 P1 FL33 (R),255,LOR,54,1,880,,
CMB 36 P1 FL33 (G),65280,LOR,54,2,881,,
CMB 36 P1 FL33 (B),16711680,LOR,54,3,882,,
CMB 36 P2 FL34 (R),255,LOR,54,4,883,,
CMB 36 P2 FL34 (G),65280,LOR,54,5,884,,
CMB 36 P2 FL34 (B),16711680,LOR,54,6,885,,
CMB 36 P3 FL35 (R),255,LOR,54,7,886,,
CMB 36 P3 FL35 (G),65280,LOR,54,8,887,,
CMB 36 P3 FL35 (B),16711680,LOR,54,9,888,,
CMB 36 P4 FL36 (R),255,LOR,54,10,889,,
CMB 36 P4 FL36 (G),65280,LOR,54,11,890,,
CMB 36 P4 FL36 (B),16711680,LOR,54,12,891,,
CMB 36 P5 FL37 (R),255,LOR,54,13,892,,
CMB 36 P5 FL37 (G),65280,LOR,54,14,893,,
CMB 36 P5 FL37 (B),16711680,LOR,54,15,894,,
CMB 36 P7 FL38 (R),255,LOR,54,16,895,,
CMB 36 P7 FL38 (G),65280,LOR,54,17,896,,
CMB 36 P7 FL38 (B),16711680,LOR,54,18,897,,
CMB 36 P7 FL39 (R),255,LOR,54,19,898,,
CMB 36 P7 FL39 (G),65280,LOR,54,20,899,,
CMB 36 P7 FL39 (B),16711680,LOR,54,21,900,,
CMB 36 P8 FL40 (R),255,LOR,54,22,901,,
CMB 36 P8 FL40 (G),65280,LOR,54,23,902,,
CMB 36 P8 FL40 (B),16711680,LOR,54,24,903,,
CMB 37 P1 MT Rib 1 (R),255,LOR,55,1,904,,
CMB 37 P1 MT Rib 1 (G),65280,LOR,55,2,905,,
CMB 37 P1 MT Rib 1 (B),16711680,LOR,55,3,906,,
CMB 37 P2 MT Rib 2 (R),255,LOR,55,4,907,,
CMB 37 P2 MT Rib 2 (G),65280,LOR,55,5,908,,
CMB 37 P2 MT Rib 2 (B),16711680,LOR,55,6,909,,
CMB 37 P3 MT Rib 3 (R),255,LOR,55,7,910,,
CMB 37 P3 MT Rib 3 (G),65280,LOR,55,8,911,,
CMB 37 P3 MT Rib 3 (B),16711680,LOR,55,9,912,,
CMB 37 P4 MT Rib 4 (R),255,LOR,55,10,913,,
CMB 37 P4 MT Rib 4 (G),65280,LOR,55,11,914,,
CMB 37 P4 MT Rib 4 (B),16711680,LOR,55,12,915,,
CMB 37 P5 MT Rib 5 (R),255,LOR,55,13,916,,
CMB 37 P5 MT Rib 5 (G),65280,LOR,55,14,917,,
CMB 37 P5 MT Rib 5 (B),16711680,LOR,55,15,918,,
CMB 37 P6 MT Rib 6 (R),255,LOR,55,16,919,,
CMB 37 P6 MT Rib 6 (G),65280,LOR,55,17,920,,
CMB 37 P6 MT Rib 6 (B),16711680,LOR,55,18,921,,
CMB 37 P7 MT Rib7 (R),255,LOR,55,19,922,,
CMB 37 P7 MT Rib7 (G),65280,LOR,55,20,923,,
CMB 37 P7 MT Rib7 (B),16711680,LOR,55,21,924,,
CMB 37 P8 MT Rib 8 (R),255,LOR,55,22,925,,
CMB 37 P8 MT Rib 8 (G),65280,LOR,55,23,926,,
CMB 37 P8 MT Rib 8 (B),16711680,LOR,55,24,927,,
CMB 38 P1 MT Rib 9 (R),255,LOR,56,1,928,,
CMB 38 P1 MT Rib 9 (G),65280,LOR,56,2,929,,
CMB 38 P1 MT Rib 9 (B),16711680,LOR,56,3,930,,
CMB 38 P2 MT Rib 10 (R),255,LOR,56,4,931,,
CMB 38 P2 MT Rib 10 (G),65280,LOR,56,5,932,,
CMB 38 P2 MT Rib 10 (B),16711680,LOR,56,6,933,,
CMB 38 P3 MT Rib 11 (R),255,LOR,56,7,934,,
CMB 38 P3 MT Rib 11 (G),65280,LOR,56,8,935,,
CMB 38 P3 MT Rib 11 (B),16711680,LOR,56,9,936,,
CMB 38 P4 MT Rib 12 (R),255,LOR,56,10,937,,
CMB 38 P4 MT Rib 12 (G),65280,LOR,56,11,938,,
CMB 38 P4 MT Rib 12 (B),16711680,LOR,56,12,939,,
CMB 38 P5 MT Rib 13 (R),255,LOR,56,13,940,,
CMB 38 P5 MT Rib 13 (G),65280,LOR,56,14,941,,
CMB 38 P5 MT Rib 13 (B),16711680,LOR,56,15,942,,
CMB 38 P6 MT Rib 14 (R),255,LOR,56,16,943,,
CMB 38 P6 MT Rib 14 (G),65280,LOR,56,17,944,,
CMB 38 P6 MT Rib 14 (B),16711680,LOR,56,18,945,,
CMB 38 P7 MT Rib 15 (R),255,LOR,56,19,946,,
CMB 38 P7 MT Rib 15 (G),65280,LOR,56,20,947,,
CMB 38 P7 MT Rib 15 (B),16711680,LOR,56,21,948,,
CMB 38 P8 MT Rib 16 (R),255,LOR,56,22,949,,
CMB 38 P8 MT Rib 16 (G),65280,LOR,56,23,950,,
CMB 38 P8 MT Rib 16 (B),16711680,LOR,56,24,951,,
CMB 39 P1 MT Rib 17 (R),255,LOR,57,1,952,,
CMB 39 P1 MT Rib 17 (G),65280,LOR,57,2,953,,
CMB 39 P1 MT Rib 17 (B),16711680,LOR,57,3,954,,
CMB 39 P2 MT Rib 18 (R),255,LOR,57,4,955,,
CMB 39 P2 MT Rib 18 (G),65280,LOR,57,5,956,,
CMB 39 P2 MT Rib 18 (B),16711680,LOR,57,6,957,,
CMB 39 P4 MT Rib 19 (R),255,LOR,57,7,958,,
CMB 39 P4 MT Rib 19 (G),65280,LOR,57,8,959,,
CMB 39 P4 MT Rib 19 (B),16711680,LOR,57,9,960,,
CMB 39 P4 MT Rib 20 (R),255,LOR,57,10,961,,
CMB 39 P4 MT Rib 20 (G),65280,LOR,57,11,962,,
CMB 39 P4 MT Rib 20 (B),16711680,LOR,57,12,963,,
CMB 39 P5 MT Rib 21 (R),255,LOR,57,13,964,,
CMB 39 P5 MT Rib 21 (G),65280,LOR,57,14,965,,
CMB 39 P5 MT Rib 21 (B),16711680,LOR,57,15,966,,
CMB 39 P6 MT Rib 22 (R),255,LOR,57,16,967,,
CMB 39 P6 MT Rib 22 (G),65280,LOR,57,17,968,,
CMB 39 P6 MT Rib 22 (B),16711680,LOR,57,18,969,,
CMB 39 P8 MT Rib 23 (R),255,LOR,57,19,970,,
CMB 39 P8 MT Rib 23 (G),65280,LOR,57,20,971,,
CMB 39 P8 MT Rib 23 (B),16711680,LOR,57,21,972,,
CMB 39 P8 MT Rib 24 (R),255,LOR,57,22,973,,
CMB 39 P8 MT Rib 24 (G),65280,LOR,57,23,974,,
CMB 39 P8 MT Rib 24 (B),16711680,LOR,57,24,975,,
CMB 3A P1 MT Rib 25 (R),255,LOR,58,1,976,,
CMB 3A P1 MT Rib 25 (G),65280,LOR,58,2,977,,
CMB 3A P1 MT Rib 25 (B),16711680,LOR,58,3,978,,
CMB 3A P2 MT Rib 26 (R),255,LOR,58,4,979,,
CMB 3A P2 MT Rib 26 (G),65280,LOR,58,5,980,,
CMB 3A P2 MT Rib 26 (B),16711680,LOR,58,6,981,,
CMB 3A P3 MT Rib 27 (R),255,LOR,58,7,982,,
CMB 3A P3 MT Rib 27 (G),65280,LOR,58,8,983,,
CMB 3A P3 MT Rib 27 (B),16711680,LOR,58,9,984,,
CMB 3A P4 MT Rib 28 (R),255,LOR,58,10,985,,
CMB 3A P4 MT Rib 28 (G),65280,LOR,58,11,986,,
CMB 3A P4 MT Rib 28 (B),16711680,LOR,58,12,987,,
CMB 3A P5 MT Rib 29 (R),255,LOR,58,13,988,,
CMB 3A P5 MT Rib 29 (G),65280,LOR,58,14,989,,
CMB 3A P5 MT Rib 29 (B),16711680,LOR,58,15,990,,
CMB 3A P6 MT Rib 30 (R),255,LOR,58,16,991,,
CMB 3A P6 MT Rib 30 (G),65280,LOR,58,17,992,,
CMB 3A P6 MT Rib 30 (B),16711680,LOR,58,18,993,,
CMB 3A P7 MT Rib 31 (R),255,LOR,58,19,994,,
CMB 3A P7 MT Rib 31 (G),65280,LOR,58,20,995,,
CMB 3A P7 MT Rib 31 (B),16711680,LOR,58,21,996,,
CMB 3A P8 MT Rib 32 (R),255,LOR,58,22,997,,
CMB 3A P8 MT Rib 32 (G),65280,LOR,58,23,998,,
CMB 3A P8 MT Rib 32 (B),16711680,LOR,58,24,999,,
Unit 3B.1 Red Tree 1,255,LOR,59,1,1000,,
Unit 3B.2 Red Tree 2,255,LOR,59,2,1001,,
Unit 3B.3 Red Tree 3,255,LOR,59,3,1002,,
Unit 3B.4 Red Tree 4,255,LOR,59,4,1003,,
Unit 3B.5 Red Tree 5,255,LOR,59,5,1004,,
Unit 3B.6 Red Tree 6,255,LOR,59,6,1005,,
Unit 3B.7 Red Tree 7,255,LOR,59,7,1006,,
Unit 3B.8 Red Tree 8,255,LOR,59,8,1007,,
Unit 3B.9 Red Tree 9,255,LOR,59,9,1008,,
Unit 3B.10 Red Tree 10,255,LOR,59,10,1009,,
Unit 3B.11 Red Tree 11,255,LOR,59,11,1010,,
Unit 3B.12 Red Tree 12,255,LOR,59,12,1011,,
Unit 3B.13 Red Tree 13,255,LOR,59,13,1012,,
Unit 3B.14 Red Tree 14,255,LOR,59,14,1013,,
Unit 3B.15 Red Tree 15,255,LOR,59,15,1014,,
Unit 3B.16 Red Tree 16,255,LOR,59,16,1015,,
Unit 3C.1 Purple Tree 1,16711935,LOR,60,1,1016,,
Unit 3C.2 Purple Tree 2,16711935,LOR,60,2,1017,,
Unit 3C.3 Purple Tree 3,16711935,LOR,60,3,1018,,
Unit 3C.4 Purple Tree 4,16711935,LOR,60,4,1019,,
Unit 3C.5 Purple Tree 5,16711935,LOR,60,5,1020,,
Unit 3C.6 Purple Tree 6,16711935,LOR,60,6,1021,,
Unit 3C.7 Purple Tree 7,16711935,LOR,60,7,1022,,
Unit 3C.8 Purple Tree 8,16711935,LOR,60,8,1023,,
Unit 3C.9 Purple Tree 9,16711935,LOR,60,9,1024,,
Unit 3C.10 Purple Tree 10,16711935,LOR,60,10,1025,,
Unit 3C.11 Purple Tree 11,16711935,LOR,60,11,1026,,
Unit 3C.12 Purple Tree 12,16711935,LOR,60,12,1027,,
Unit 3C.13 Purple Tree 13,16711935,LOR,60,13,1028,,
Unit 3C.14 Purple Tree 14,16711935,LOR,60,14,1029,,
Unit 3C.15 Purple Tree 15,16711935,LOR,60,15,1030,,
Unit 3C.16 Purple Tree 16,16711935,LOR,60,16,1031,,
Unit 3D.1 White Tree 1,16777215,LOR,61,1,1032,,
Unit 3D.2 White Tree 2,16777215,LOR,61,2,1033,,
Unit 3D.3 White Tree 3,16777215,LOR,61,3,1034,,
Unit 3D.4 White Tree 4,16777215,LOR,61,4,1035,,
Unit 3D.5 White Tree 5,16777215,LOR,61,5,1036,,
Unit 3D.6 White Tree 6,16777215,LOR,61,6,1037,,
Unit 3D.7 White Tree 7,16777215,LOR,61,7,1038,,
Unit 3D.8 White Tree 8,16777215,LOR,61,8,1039,,
Unit 3D.9 White Tree 9,16777215,LOR,61,9,1040,,
Unit 3D.10 White Tree 10,16777215,LOR,61,10,1041,,
Unit 3D.11 White Tree 11,16777215,LOR,61,11,1042,,
Unit 3D.12 White Tree 12,16777215,LOR,61,12,1043,,
Unit 3D.13 White Tree 13,16777215,LOR,61,13,1044,,
Unit 3D.14 White Tree 14,16777215,LOR,61,14,1045,,
Unit 3D.15 White Tree 15,16777215,LOR,61,15,1046,,
Unit 3D.16 White Tree 16,16777215,LOR,61,16,1047,,
Unit 3E.1    #    Front Red,255,LOR,62,1,1048,,
Unit 3E.2    T    Front Red,255,LOR,62,2,1049,,
Unit 3E.3    O    Front Red,255,LOR,62,3,1050,,
Unit 3E.4    P    Front Red,255,LOR,62,4,1051,,
Unit 3E.5    T    Front Red,255,LOR,62,5,1052,,
Unit 3E.6    H    Front Red,255,LOR,62,6,1053,,
Unit 3E.7    A    Front Red,255,LOR,62,7,1054,,
Unit 3E.8    T    Front Red,255,LOR,62,8,1055,,
Unit 3E.9     #    Back Green,65280,LOR,62,9,1056,,
Unit 3E.10    T    Back Green,65280,LOR,62,10,1057,,
Unit 3E.11    O    Back Green,65280,LOR,62,11,1058,,
Unit 3E.12    P    Back Green,65280,LOR,62,12,1059,,
Unit 3E.13    T    Back Green,65280,LOR,62,13,1060,,
Unit 3E.14    H    Back Green,65280,LOR,62,14,1061,,
Unit 3E.15    A    Back Green,65280,LOR,62,15,1062,,
Unit 3E.16    T    Back Green,65280,LOR,62,16,1063,,
Unit 3F.1 Snowman Dad Bottom,8454143,LOR,63,1,1064,,
Unit 3F.2 Snowman Dad Middle,8454143,LOR,63,2,1065,,
Unit 3F.3 Snowman Dad Head,8454143,LOR,63,3,1066,,
Unit 3F.4 Snowman Dad Hat,16711680,LOR,63,4,1067,,
Unit 3F.5 Snowman Mom Bottom,8454143,LOR,63,5,1068,,
Unit 3F.6 Snowman Mom Middle,8454143,LOR,63,6,1069,,
Unit 3F.7 Snowman Mom Head,8454143,LOR,63,7,1070,,
Unit 3F.8 Snowman Mom Ribbon,16711680,LOR,63,8,1071,,
Unit 3F.9 Snowman Em Bottom,8454143,LOR,63,9,1072,,
Unit 3F.10 Snowman Em Top,8454143,LOR,63,10,1073,,
Unit 3F.11 Snowman Dan Bottom,8454143,LOR,63,11,1074,,
Unit 3F.12 Snowman Dan Top,8454143,LOR,63,12,1075,,
Unit 3F.13 Snowman John Bottom,8454143,LOR,63,13,1076,,
Unit 3F.14 Snowman John Top,8454143,LOR,63,14,1077,,
Unit 3F.15 Em Ribbon,16711680,LOR,63,15,1078,,
Unit 3F.16,12615744,LOR,63,16,1079,,
Star 1 40 p1 (R),255,LOR,64,1,1080,,
Star 1 40 p1 (G),65280,LOR,64,2,1081,,
Star 1 40 p1 (B),16711680,LOR,64,3,1082,,
Star 1 40 p2 (R),255,LOR,64,4,1083,,
Star 1 40 p2 (G),65280,LOR,64,5,1084,,
Star 1 40 p2 (B),16711680,LOR,64,6,1085,,
Star 1 40 p3 (R),255,LOR,64,7,1086,,
Star 1 40 p3 (G),65280,LOR,64,8,1087,,
Star 1 40 p3 (B),16711680,LOR,64,9,1088,,
Star 1 40 p4 (R),255,LOR,64,10,1089,,
Star 1 40 p4 (G),65280,LOR,64,11,1090,,
Star 1 40 p4 (B),16711680,LOR,64,12,1091,,
Star 1 40 p5 (R),255,LOR,64,13,1092,,
Star 1 40 p5 (G),65280,LOR,64,14,1093,,
Star 1 40 p5 (B),16711680,LOR,64,15,1094,,
Star 1 40 p6 (R),255,LOR,64,16,1095,,
Star 1 40 p6 (G),65280,LOR,64,17,1096,,
Star 1 40 p6 (B),16711680,LOR,64,18,1097,,
Star 1 40 p7 (R),255,LOR,64,19,1098,,
Star 1 40 p7 (G),65280,LOR,64,20,1099,,
Star 1 40 p7 (B),16711680,LOR,64,21,1100,,
Star 1 40 p8 (R),255,LOR,64,22,1101,,
Star 1 40 p8 (G),65280,LOR,64,23,1102,,
Star 1 40 p8 (B),16711680,LOR,64,24,1103,,
Star 2 41 p1 (R),255,LOR,65,1,1104,,
Star 2 41 p1 (G),65280,LOR,65,2,1105,,
Star 2 41 p1 (B),16711680,LOR,65,3,1106,,
Star 2 41 p2 (R),255,LOR,65,4,1107,,
Star 2 41 p2 (G),65280,LOR,65,5,1108,,
Star 2 41 p2 (B),16711680,LOR,65,6,1109,,
Star 2 41 p3 (R),255,LOR,65,7,1110,,
Star 2 41 p3 (G),65280,LOR,65,8,1111,,
Star 2 41 p3 (B),16711680,LOR,65,9,1112,,
Star 2 41 p4 (R),255,LOR,65,10,1113,,
Star 2 41 p4 (G),65280,LOR,65,11,1114,,
Star 2 41 p4 (B),16711680,LOR,65,12,1115,,
Star 2 41 p5 (R),255,LOR,65,13,1116,,
Star 2 41 p5 (G),65280,LOR,65,14,1117,,
Star 2 41 p5 (B),16711680,LOR,65,15,1118,,
Star 2 41 p6 (R),255,LOR,65,16,1119,,
Star 2 41 p6 (G),65280,LOR,65,17,1120,,
Star 2 41 p6 (B),16711680,LOR,65,18,1121,,
Star 2 41 p7 (R),255,LOR,65,19,1122,,
Star 2 41 p7 (G),65280,LOR,65,20,1123,,
Star 2 41 p7 (B),16711680,LOR,65,21,1124,,
Star 2 41 p8 (R),255,LOR,65,22,1125,,
Star 2 41 p8 (G),65280,LOR,65,23,1126,,
Star 2 41 p8 (B),16711680,LOR,65,24,1127,,
Star 3 42 p1 (R),255,LOR,66,1,1128,,
Star 3 42 p1 (G),65280,LOR,66,2,1129,,
Star 3 42 p1 (B),16711680,LOR,66,3,1130,,
Star 3 42 p2 (R),255,LOR,66,4,1131,,
Star 3 42 p2 (G),65280,LOR,66,5,1132,,
Star 3 42 p2 (B),16711680,LOR,66,6,1133,,
Star 3 42 p3 (R),255,LOR,66,7,1134,,
Star 3 42 p3 (G),65280,LOR,66,8,1135,,
Star 3 42 p3 (B),16711680,LOR,66,9,1136,,
Star 3 42 p4 (R),255,LOR,66,10,1137,,
Star 3 42 p4 (G),65280,LOR,66,11,1138,,
Star 3 42 p4 (B),16711680,LOR,66,12,1139,,
Star 3 42 p5 (R),255,LOR,66,13,1140,,
Star 3 42 p5 (G),65280,LOR,66,14,1141,,
Star 3 42 p5 (B),16711680,LOR,66,15,1142,,
Star 3 42 p6 (R),255,LOR,66,16,1143,,
Star 3 42 p6 (G),65280,LOR,66,17,1144,,
Star 3 42 p6 (B),16711680,LOR,66,18,1145,,
Star 3 42 p7 (R),255,LOR,66,19,1146,,
Star 3 42 p7 (G),65280,LOR,66,20,1147,,
Star 3 42 p7 (B),16711680,LOR,66,21,1148,,
Star 3 42 p8 (R),255,LOR,66,22,1149,,
Star 3 42 p8 (G),65280,LOR,66,23,1150,,
Star 3 42 p8 (B),16711680,LOR,66,24,1151,,
Star 4 43 p1 (R),255,LOR,67,1,1152,,
Star 4 43 p1 (G),65280,LOR,67,2,1153,,
Star 4 43 p1 (B),16711680,LOR,67,3,1154,,
Star 4 43 p2 (R),255,LOR,67,4,1155,,
Star 4 43 p2 (G),65280,LOR,67,5,1156,,
Star 4 43 p2 (B),16711680,LOR,67,6,1157,,
Star 4 43 p3 (R),255,LOR,67,7,1158,,
Star 4 43 p3 (G),65280,LOR,67,8,1159,,
Star 4 43 p3 (B),16711680,LOR,67,9,1160,,
Star 4 43 p4 (R),255,LOR,67,10,1161,,
Star 4 43 p4 (G),65280,LOR,67,11,1162,,
Star 4 43 p4 (B),16711680,LOR,67,12,1163,,
Star 4 43 p5 (R),255,LOR,67,13,1164,,
Star 4 43 p5 (G),65280,LOR,67,14,1165,,
Star 4 43 p5 (B),16711680,LOR,67,15,1166,,
Star 4 43 p6 (R),255,LOR,67,16,1167,,
Star 4 43 p6 (G),65280,LOR,67,17,1168,,
Star 4 43 p6 (B),16711680,LOR,67,18,1169,,
Star 4 43 p7 (R),255,LOR,67,19,1170,,
Star 4 43 p7 (G),65280,LOR,67,20,1171,,
Star 4 43 p7 (B),16711680,LOR,67,21,1172,,
Star 4 43 p8 (R),255,LOR,67,22,1173,,
Star 4 43 p8 (G),65280,LOR,67,23,1174,,
Star 4 43 p8 (B),16711680,LOR,67,24,1175,,
star 5 44 p1 (R),255,LOR,68,1,1176,,
star 5 44 p1 (G),65280,LOR,68,2,1177,,
star 5 44 p1 (B),16711680,LOR,68,3,1178,,
star 5 44 p2 (R),255,LOR,68,4,1179,,
star 5 44 p2 (G),65280,LOR,68,5,1180,,
star 5 44 p2 (B),16711680,LOR,68,6,1181,,
star 5 44 p3 (R),255,LOR,68,7,1182,,
star 5 44 p3 (G),65280,LOR,68,8,1183,,
star 5 44 p3 (B),16711680,LOR,68,9,1184,,
star 5 44 p4 (R),255,LOR,68,10,1185,,
star 5 44 p4 (G),65280,LOR,68,11,1186,,
star 5 44 p4 (B),16711680,LOR,68,12,1187,,
star 5 44 p5 (R),255,LOR,68,13,1188,,
star 5 44 p5 (G),65280,LOR,68,14,1189,,
star 5 44 p5 (B),16711680,LOR,68,15,1190,,
star 5 44 p6 (R),255,LOR,68,16,1191,,
star 5 44 p6 (G),65280,LOR,68,17,1192,,
star 5 44 p6 (B),16711680,LOR,68,18,1193,,
star 5 44 p7 (R),255,LOR,68,19,1194,,
star 5 44 p7 (G),65280,LOR,68,20,1195,,
star 5 44 p7 (B),16711680,LOR,68,21,1196,,
star 5 44 p8 (R),255,LOR,68,22,1197,,
star 5 44 p8 (G),65280,LOR,68,23,1198,,
star 5 44 p8 (B),16711680,LOR,68,24,1199,,
Star 6 45 p1 (R),255,LOR,69,1,1200,,
Star 6 45 p1 (G),65280,LOR,69,2,1201,,
Star 6 45 p1 (B),16711680,LOR,69,3,1202,,
Star 6 45 p2 (R),255,LOR,69,4,1203,,
Star 6 45 p2 (G),65280,LOR,69,5,1204,,
Star 6 45 p2 (B),16711680,LOR,69,6,1205,,
Star 6 45 p3 (R),255,LOR,69,7,1206,,
Star 6 45 p3 (G),65280,LOR,69,8,1207,,
Star 6 45 p3 (B),16711680,LOR,69,9,1208,,
Star 6 45 p4 (R),255,LOR,69,10,1209,,
Star 6 45 p4 (G),65280,LOR,69,11,1210,,
Star 6 45 p4 (B),16711680,LOR,69,12,1211,,
Star 6 45 p5 (R),255,LOR,69,13,1212,,
Star 6 45 p5 (G),65280,LOR,69,14,1213,,
Star 6 45 p5 (B),16711680,LOR,69,15,1214,,
Star 6 45 p6 (R),255,LOR,69,16,1215,,
Star 6 45 p6 (G),65280,LOR,69,17,1216,,
Star 6 45 p6 (B),16711680,LOR,69,18,1217,,
Star 6 45 p7 (R),255,LOR,69,19,1218,,
Star 6 45 p7 (G),65280,LOR,69,20,1219,,
Star 6 45 p7 (B),16711680,LOR,69,21,1220,,
Star 6 45 p8 (R),255,LOR,69,22,1221,,
Star 6 45 p8 (G),65280,LOR,69,23,1222,,
Star 6 45 p8 (B),16711680,LOR,69,24,1223,,
Sphere Leg 1 p1 (R),255,LOR,70,1,1224,,
Sphere Leg 1 p1 (G),65280,LOR,70,2,1225,,
Sphere Leg 1 p1 (B),16711680,LOR,70,3,1226,,
Sphere Leg 1 p2 (R),255,LOR,70,4,1227,,
Sphere Leg 1 p2 (G),65280,LOR,70,5,1228,,
Sphere Leg 1 p2 (B),16711680,LOR,70,6,1229,,
Sphere Leg 1 p3 (R),255,LOR,70,7,1230,,
Sphere Leg 1 p3 (G),65280,LOR,70,8,1231,,
Sphere Leg 1 p3 (B),16711680,LOR,70,9,1232,,
Sphere Leg 1 p4 (R),255,LOR,70,10,1233,,
Sphere Leg 1 p4 (G),65280,LOR,70,11,1234,,
Sphere Leg 1 p4 (B),16711680,LOR,70,12,1235,,
Sphere Leg 1 p5 (R),255,LOR,70,13,1236,,
Sphere Leg 1 p5 (G),65280,LOR,70,14,1237,,
Sphere Leg 1 p5 (B),16711680,LOR,70,15,1238,,
Sphere Leg 1 p6 (R),255,LOR,70,16,1239,,
Sphere Leg 1 p6 (G),65280,LOR,70,17,1240,,
Sphere Leg 1 p6 (B),16711680,LOR,70,18,1241,,
Sphere Leg 2 p1 (R),255,LOR,70,19,1242,,
Sphere Leg 2 p1 (G),65280,LOR,70,20,1243,,
Sphere Leg 2 p1 (B),16711680,LOR,70,21,1244,,
Sphere Leg 2 p2 (R),255,LOR,70,22,1245,,
Sphere Leg 2 p2 (G),65280,LOR,70,23,1246,,
Sphere Leg 2 p2 (B),16711680,LOR,70,24,1247,,
Sphere Leg 2 p3 (R),255,LOR,71,1,1248,,
Sphere Leg 2 p3 (G),65280,LOR,71,2,1249,,
Sphere Leg 2 p3 (B),16711680,LOR,71,3,1250,,
Sphere Leg 2 p4 (R),255,LOR,71,4,1251,,
